,Ohio,Indiana,Iowa,Georgia,Minnesota,Kentucky,Illinois,Texas,Wisconsin,Kansas,North_Carolina,West_Virginia,Missouri,Pennsylvania,Montana,New_York,California,Nebraska,South_Dakota,Colorado,Oklahoma,Maryland,Michigan,Virginia,Utah,Arkansas,Oregon,Louisiana,North_Dakota,Tennessee,Alabama,New_Mexico,Wyoming,Florida,South_Carolina,Arizona
Ohio,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Indiana,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Iowa,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Georgia,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Minnesota,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Kentucky,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Illinois,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Texas,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Wisconsin,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
Kansas,0.873257818301935,0.23853689908418,-0.545708028374225,0.620660212859884,0.0258615040927303,-0.187247397699189,0.981085845811279,1.59520378570154,0.107472932077694,-0.624782226184811,0.582270695716592,-1.06072829484823,0.155853383944854,0.95653725418618,-1.75518943303011,1.41792854895626,2.06713158521136,-1.09610095851652,-1.94980109559329,-0.0696512430260129,-0.355589036945265,0.110555734868838,0.734799376436674,0.429077703783181,-0.730792489148284,-0.615163946890321,-0.333535162190369,-0.11802188397582,-2.1543609620349,0.189779488271242,-0.0927922873228861,-1.00334347258767,-2.3643377654744,1.31601008025325,-0.165201210115847,0.170164151557566
