,Ohio,Indiana,Iowa,Georgia,Minnesota,Kentucky,Illinois,Texas,Wisconsin,Kansas,North_Carolina,West_Virginia,Missouri,Pennsylvania,Montana,New_York,California,Nebraska,South_Dakota,Colorado,Oklahoma,Maryland,Michigan,Virginia,Utah,Arkansas,Oregon,Louisiana,North_Dakota,Tennessee,Alabama,New_Mexico,Wyoming,Florida,South_Carolina,Arizona
Ohio,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Indiana,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Iowa,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Georgia,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Minnesota,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Kentucky,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Illinois,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Texas,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Wisconsin,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
Kansas,0.895445367292971,0.310328584767745,-0.481858500274038,0.774956138888121,0.11634964830452,-0.115628870391018,0.990504595209333,1.81750797405274,0.163443776559197,-0.56088185934734,0.758073689886949,-1.05470068562408,0.216407186195618,0.996444909742669,-1.62473930241808,1.44324024279437,2.1582584937625,-1.00147370159998,-1.82814573431618,0.113897209895513,-0.247863169140678,0.202345377282727,0.730404275579128,0.555323414147033,-0.49368938344593,-0.530169401372241,-0.205579550700795,-0.075406445392406,-1.98923964517172,0.318463579396572,-0.010434656838475,-0.906254993095681,-2.254404475407,1.50311236539901,0.00807211520419797,0.356456437393152
